"PersonId","MetricDate","Total_Copilot_actions_taken","Input_tokens","Output_tokens","Reasoning_tokens","Copilot_credits_consumed"
"PID0003",2026-05-03,19,11114,4311,519,7
"PID0003",2026-05-10,13,9993,3327,315,5.4
"PID0003",2026-05-17,13,5857,1752,239,3.2
"PID0003",2026-05-24,17,9733,3643,657,6.5
"PID0003",2026-05-31,17,8614,3330,487,5.6
"PID0003",2026-06-07,0,0,0,0,0
"PID0003",2026-06-14,17,10507,3489,429,6
"PID0003",2026-06-21,18,6575,3193,305,4.6
"PID0003",2026-06-28,25,27286,14253,1121,19.7
"PID0004",2026-01-04,9,18221,6492,1676,13
"PID0004",2026-01-11,10,20634,8525,2459,17.1
"PID0004",2026-01-18,6,19676,6838,3852,19
"PID0004",2026-01-25,0,0,0,0,0
"PID0004",2026-02-01,11,19830,12085,2045,18.7
"PID0004",2026-02-08,10,8828,4679,1737,9.9
"PID0004",2026-02-15,6,9206,5675,2162,11.8
"PID0004",2026-02-22,15,32646,13516,7086,35.1
"PID0004",2026-03-01,12,26906,8990,5867,27.2
"PID0004",2026-03-08,15,34358,11998,4865,28.6
"PID0004",2026-03-15,12,14843,6682,2298,14.1
"PID0004",2026-03-22,12,22708,7185,3189,18.3
"PID0004",2026-03-29,10,17539,11886,2547,19.4
"PID0004",2026-04-05,15,19236,6486,2572,15.5
"PID0004",2026-04-12,7,12319,5288,1679,10.9
"PID0004",2026-04-19,16,39267,11848,6200,32.8
"PID0004",2026-04-26,10,10839,5988,1767,11.4
"PID0004",2026-05-03,0,0,0,0,0
"PID0004",2026-05-10,13,36336,14199,5917,33.4
"PID0004",2026-05-17,17,26133,7541,2749,18.1
"PID0004",2026-05-24,20,29261,14069,4688,28.8
"PID0004",2026-05-31,13,49655,28251,4989,45
"PID0004",2026-06-07,19,48059,29027,6241,48.4
"PID0004",2026-06-14,18,37563,19715,6046,38.4
"PID0004",2026-06-21,10,14140,5953,2056,12.7
"PID0004",2026-06-28,20,47556,22896,8971,50.3
"PID0005",2026-01-04,3,6307,3382,204,4.5
"PID0005",2026-01-11,4,12452,6886,388,9
"PID0005",2026-01-18,6,5165,2739,116,3.5
"PID0005",2026-01-25,2,3611,1228,103,2
"PID0005",2026-02-01,7,9763,4074,447,6.3
"PID0005",2026-02-08,0,0,0,0,0
"PID0005",2026-02-15,8,14369,8359,750,11.4
"PID0005",2026-02-22,0,0,0,0,0
"PID0005",2026-03-01,2,5437,1593,276,3.1
"PID0005",2026-03-08,3,6075,1683,174,3
"PID0005",2026-03-15,7,22261,9712,364,13.1
"PID0005",2026-03-22,2,3061,1585,80,2.1
"PID0005",2026-03-29,4,6252,4335,179,5.2
"PID0005",2026-04-05,0,0,0,0,0
"PID0005",2026-04-12,11,25505,13154,398,16.6
"PID0005",2026-04-19,13,20509,9200,582,12.9
"PID0005",2026-04-26,7,8483,5135,221,6.4
"PID0005",2026-05-03,9,12802,8329,387,10.2
"PID0005",2026-05-10,0,0,0,0,0
"PID0005",2026-05-17,0,0,0,0,0
"PID0005",2026-05-24,7,10478,3735,197,5.6
"PID0005",2026-05-31,18,33342,11583,752,17.8
"PID0005",2026-06-07,15,13110,5234,371,7.7
"PID0005",2026-06-14,13,25261,9217,516,13.7
"PID0005",2026-06-21,0,0,0,0,0
"PID0005",2026-06-28,11,21919,6795,563,11.2
"PID0006",2026-01-04,0,0,0,0,0
"PID0006",2026-01-11,0,0,0,0,0
"PID0006",2026-01-18,0,0,0,0,0
"PID0006",2026-01-25,0,0,0,0,0
"PID0006",2026-02-01,0,0,0,0,0
"PID0006",2026-02-08,0,0,0,0,0
"PID0006",2026-02-15,0,0,0,0,0
"PID0006",2026-02-22,0,0,0,0,0
"PID0006",2026-03-01,0,0,0,0,0
"PID0006",2026-03-08,0,0,0,0,0
"PID0006",2026-03-15,0,0,0,0,0
"PID0006",2026-03-22,0,0,0,0,0
"PID0006",2026-03-29,0,0,0,0,0
"PID0006",2026-04-05,0,0,0,0,0
"PID0006",2026-04-12,0,0,0,0,0
"PID0006",2026-04-19,0,0,0,0,0
"PID0006",2026-04-26,0,0,0,0,0
"PID0006",2026-05-03,0,0,0,0,0
"PID0006",2026-05-10,0,0,0,0,0
"PID0006",2026-05-17,0,0,0,0,0
"PID0006",2026-05-24,0,0,0,0,0
"PID0006",2026-05-31,0,0,0,0,0
"PID0006",2026-06-07,0,0,0,0,0
"PID0006",2026-06-14,0,0,0,0,0
"PID0006",2026-06-21,0,0,0,0,0
"PID0006",2026-06-28,0,0,0,0,0
"PID0007",2026-01-04,0,0,0,0,0
"PID0007",2026-01-11,0,0,0,0,0
"PID0007",2026-01-18,0,0,0,0,0
"PID0007",2026-01-25,0,0,0,0,0
"PID0007",2026-02-01,0,0,0,0,0
"PID0007",2026-02-08,0,0,0,0,0
"PID0007",2026-02-15,0,0,0,0,0
"PID0007",2026-02-22,0,0,0,0,0
"PID0007",2026-03-01,0,0,0,0,0
"PID0007",2026-03-08,0,0,0,0,0
"PID0007",2026-03-15,0,0,0,0,0
"PID0007",2026-03-22,0,0,0,0,0
"PID0007",2026-03-29,0,0,0,0,0
"PID0007",2026-04-05,0,0,0,0,0
"PID0007",2026-04-12,0,0,0,0,0
"PID0007",2026-04-19,0,0,0,0,0
"PID0007",2026-04-26,0,0,0,0,0
"PID0007",2026-05-03,0,0,0,0,0
"PID0007",2026-05-10,16,5334,2685,638,4.8
"PID0007",2026-05-17,0,0,0,0,0
"PID0007",2026-05-24,0,0,0,0,0
"PID0007",2026-05-31,0,0,0,0,0
"PID0007",2026-06-07,0,0,0,0,0
"PID0007",2026-06-14,0,0,0,0,0
"PID0007",2026-06-21,0,0,0,0,0
"PID0007",2026-06-28,0,0,0,0,0
"PID0008",2026-01-04,14,12641,6080,6952,24.8
"PID0008",2026-01-11,10,17469,9370,9535,34.8
"PID0008",2026-01-18,14,9503,2971,4780,16.2
"PID0008",2026-01-25,0,0,0,0,0
"PID0008",2026-02-01,7,7304,4047,5024,17.3
"PID0008",2026-02-08,8,6908,2724,4102,13.8
"PID0008",2026-02-15,8,6823,2221,4082,13.3
"PID0008",2026-02-22,9,10862,4329,2770,12.6
"PID0008",2026-03-01,10,9160,5178,3085,13.7
"PID0008",2026-03-08,7,5960,2299,3240,11.1
"PID0008",2026-03-15,14,13065,3663,4037,15.6
"PID0008",2026-03-22,0,0,0,0,0
"PID0008",2026-03-29,8,5647,1936,2023,7.7
"PID0008",2026-04-05,10,9537,3243,5047,17.1
"PID0008",2026-04-12,16,11308,5531,3561,15.6
"PID0008",2026-04-19,13,14020,6153,6254,23.4
"PID0008",2026-04-26,11,9419,5928,6325,22.4
"PID0008",2026-05-03,13,16194,4385,8211,27.3
"PID0008",2026-05-10,11,6107,2766,2604,9.9
"PID0008",2026-05-17,17,18643,8109,8435,31.3
"PID0008",2026-05-24,11,11672,3631,6299,21
"PID0008",2026-05-31,13,9223,4482,3641,14.5
"PID0008",2026-06-07,19,10625,7366,9741,32.4
"PID0008",2026-06-14,19,16975,8220,3935,19.8
"PID0008",2026-06-21,22,12048,4130,5984,20.7
"PID0008",2026-06-28,14,15123,8456,6823,26.8
"PID0009",2026-01-04,10,34805,24753,6527,43.1
"PID0009",2026-01-11,12,35876,20862,7057,41.5
"PID0009",2026-01-18,13,34040,11233,7752,35.2
"PID0009",2026-01-25,16,40186,13621,6714,35.7
"PID0009",2026-02-01,16,50215,31581,7128,53.1
"PID0009",2026-02-08,17,58742,25567,8626,53.8
"PID0009",2026-02-15,20,74088,22396,10980,60.2
"PID0009",2026-02-22,17,45371,16609,6311,38.1
"PID0009",2026-03-01,14,41637,16184,8268,41.9
"PID0009",2026-03-08,20,41153,20100,9725,48.6
"PID0009",2026-03-15,22,49043,24543,5410,43
"PID0009",2026-03-22,0,0,0,0,0
"PID0009",2026-03-29,25,75527,36516,12859,76.5
"PID0009",2026-04-05,14,56745,31514,12746,68.4
"PID0009",2026-04-12,23,58776,15302,6064,39.2
"PID0009",2026-04-19,20,30267,9368,3992,23.5
"PID0009",2026-04-26,22,79138,26281,16445,78
"PID0009",2026-05-03,15,39278,13399,5224,31.6
"PID0009",2026-05-10,18,57254,15984,7329,42.6
"PID0009",2026-05-17,0,0,0,0,0
"PID0009",2026-05-24,25,78690,23868,14499,71.1
"PID0009",2026-05-31,20,60088,27062,5678,47.9
"PID0009",2026-06-07,0,0,0,0,0
"PID0009",2026-06-14,24,80020,38416,9571,70.7
"PID0009",2026-06-21,25,50647,22695,5179,41.2
"PID0009",2026-06-28,19,22778,11379,4214,24.2
"PID0010",2026-01-04,41,28456,9796,5451,27.2
"PID0010",2026-01-11,37,36082,15338,5824,34
"PID0010",2026-01-18,65,88711,51077,28696,130.3
"PID0010",2026-01-25,71,46898,18880,11779,53.9
"PID0010",2026-02-01,57,58615,25711,9816,56.8
"PID0010",2026-02-08,70,62321,23693,16645,73
"PID0010",2026-02-15,53,72837,25608,20861,87.2
"PID0010",2026-02-22,53,48574,17019,7552,42.2
"PID0010",2026-03-01,57,61453,20872,11489,57.7
"PID0010",2026-03-08,72,81293,49387,17043,98.4
"PID0010",2026-03-15,64,63832,21205,13482,63.4
"PID0010",2026-03-22,54,61130,22613,12661,62
"PID0010",2026-03-29,72,71128,42738,17457,92.1
"PID0010",2026-04-05,64,92423,59511,16735,107.9
"PID0010",2026-04-12,69,61211,23351,10290,56.6
"PID0010",2026-04-19,74,58202,25991,14324,68.2
"PID0010",2026-04-26,77,68757,40025,13128,78.6
"PID0010",2026-05-03,86,81203,42224,12998,82.5
"PID0010",2026-05-10,70,50776,25651,8358,51.6
"PID0010",2026-05-17,99,109277,68914,24633,138.6
"PID0010",2026-05-24,88,49834,20065,5990,41
"PID0010",2026-05-31,94,83305,35599,16165,85.6
"PID0010",2026-06-07,82,89229,47415,22359,111.7
"PID0010",2026-06-14,102,114176,39947,30739,131.6
"PID0010",2026-06-21,79,58849,26739,11003,60.7
"PID0010",2026-06-28,100,133097,80441,30899,168.2
"PID0011",2026-01-04,0,0,0,0,0
"PID0011",2026-01-11,0,0,0,0,0
"PID0011",2026-01-18,0,0,0,0,0
"PID0011",2026-01-25,0,0,0,0,0
"PID0011",2026-02-01,0,0,0,0,0
"PID0011",2026-02-08,0,0,0,0,0
"PID0011",2026-02-15,0,0,0,0,0
"PID0011",2026-02-22,0,0,0,0,0
"PID0011",2026-03-01,0,0,0,0,0
"PID0011",2026-03-08,0,0,0,0,0
"PID0011",2026-03-15,0,0,0,0,0
"PID0011",2026-03-22,0,0,0,0,0
"PID0011",2026-03-29,0,0,0,0,0
"PID0011",2026-04-05,0,0,0,0,0
"PID0011",2026-04-12,0,0,0,0,0
"PID0011",2026-04-19,0,0,0,0,0
"PID0011",2026-04-26,0,0,0,0,0
"PID0011",2026-05-03,0,0,0,0,0
"PID0011",2026-05-10,0,0,0,0,0
"PID0011",2026-05-17,0,0,0,0,0
"PID0011",2026-05-24,0,0,0,0,0
"PID0011",2026-05-31,0,0,0,0,0
"PID0011",2026-06-07,0,0,0,0,0
"PID0011",2026-06-14,0,0,0,0,0
"PID0011",2026-06-21,0,0,0,0,0
"PID0011",2026-06-28,0,0,0,0,0
"PID0012",2026-01-04,19,25727,14118,12404,47.4
"PID0012",2026-01-11,29,32126,15631,17023,61.5
"PID0012",2026-01-18,25,21374,10028,7505,31.1
"PID0012",2026-01-25,22,26693,13917,11193,44.5
"PID0012",2026-02-01,19,24832,9115,13833,46.8
"PID0012",2026-02-08,21,38978,15040,20624,71.4
"PID0012",2026-02-15,23,29139,12606,15856,55.6
"PID0012",2026-02-22,28,40307,17702,30078,97.4
"PID0012",2026-03-01,38,26776,8619,10579,38.7
"PID0012",2026-03-08,29,38069,11503,15732,56.1
"PID0012",2026-03-15,30,73169,20571,35177,119
"PID0012",2026-03-22,29,31201,13223,22794,73.8
"PID0012",2026-03-29,34,65352,35273,30061,116.4
"PID0012",2026-04-05,21,37631,18142,23251,80.2
"PID0012",2026-04-12,20,31189,14878,11830,47.7
"PID0012",2026-04-19,30,31719,11475,17801,60
"PID0012",2026-04-26,34,47614,19430,16007,65.1
"PID0012",2026-05-03,34,56539,31280,23122,94.1
"PID0012",2026-05-10,42,58684,29066,31046,112.6
"PID0012",2026-05-17,35,40271,15185,12781,52.2
"PID0012",2026-05-24,37,64120,27138,27173,102.5
"PID0012",2026-05-31,44,57389,18368,17712,70.5
"PID0012",2026-06-07,43,59681,32857,17071,80.9
"PID0012",2026-06-14,51,70162,26022,34889,122.1
"PID0012",2026-06-21,36,41190,16462,17966,66.3
"PID0012",2026-06-28,42,44761,18176,15854,63.1
"PID0013",2026-01-04,3,4160,1944,275,3.1
"PID0013",2026-01-11,0,0,0,0,0
"PID0013",2026-01-18,0,0,0,0,0
"PID0013",2026-01-25,5,8321,2652,901,6
"PID0013",2026-02-01,0,0,0,0,0
"PID0013",2026-02-08,12,12086,3994,1399,9.1
"PID0013",2026-02-15,0,0,0,0,0
"PID0013",2026-02-22,9,8055,4953,816,7.6
"PID0013",2026-03-01,10,12558,5183,1283,9.9
"PID0013",2026-03-08,7,10266,3385,904,7
"PID0013",2026-03-15,6,5488,2066,592,4.2
"PID0013",2026-03-22,10,4911,3119,419,4.5
"PID0013",2026-03-29,10,7960,4373,780,7
"PID0013",2026-04-05,0,0,0,0,0
"PID0013",2026-04-12,6,8031,4495,774,7.1
"PID0013",2026-04-19,10,7863,3359,747,6.1
"PID0013",2026-04-26,6,5580,2196,440,4
"PID0013",2026-05-03,0,0,0,0,0
"PID0013",2026-05-10,11,12976,6885,1001,10.6
"PID0013",2026-05-17,6,7614,2611,608,5.1
"PID0013",2026-05-24,0,0,0,0,0
"PID0013",2026-05-31,0,0,0,0,0
"PID0013",2026-06-07,22,17763,9253,1150,13.8
"PID0013",2026-06-14,0,0,0,0,0
"PID0013",2026-06-21,12,14369,5388,1648,11.3
"PID0013",2026-06-28,21,24271,13451,1802,20.1
"PID0014",2026-01-04,0,0,0,0,0
"PID0014",2026-01-11,6,7985,2700,893,6
"PID0014",2026-01-18,0,0,0,0,0
"PID0014",2026-01-25,0,0,0,0,0
"PID0014",2026-02-01,0,0,0,0,0
"PID0014",2026-02-08,0,0,0,0,0
"PID0014",2026-02-15,0,0,0,0,0
"PID0014",2026-02-22,0,0,0,0,0
"PID0014",2026-03-01,0,0,0,0,0
"PID0014",2026-03-08,0,0,0,0,0
"PID0014",2026-03-15,0,0,0,0,0
"PID0014",2026-03-22,0,0,0,0,0
"PID0014",2026-03-29,0,0,0,0,0
"PID0014",2026-04-05,0,0,0,0,0
"PID0014",2026-04-12,0,0,0,0,0
"PID0014",2026-04-19,0,0,0,0,0
"PID0014",2026-04-26,0,0,0,0,0
"PID0014",2026-05-03,0,0,0,0,0
"PID0014",2026-05-10,0,0,0,0,0
"PID0014",2026-05-17,0,0,0,0,0
"PID0014",2026-05-24,0,0,0,0,0
"PID0014",2026-05-31,0,0,0,0,0
"PID0014",2026-06-07,0,0,0,0,0
"PID0014",2026-06-14,0,0,0,0,0
"PID0014",2026-06-21,0,0,0,0,0
"PID0014",2026-06-28,0,0,0,0,0
"PID0015",2026-01-04,0,0,0,0,0
"PID0015",2026-01-11,0,0,0,0,0
"PID0015",2026-01-18,4,2077,565,318,1.7
"PID0015",2026-01-25,3,1964,946,429,2.2
"PID0015",2026-02-01,0,0,0,0,0
"PID0015",2026-02-08,8,2305,696,370,1.9
"PID0015",2026-02-15,0,0,0,0,0
"PID0015",2026-02-22,0,0,0,0,0
"PID0015",2026-03-01,10,6119,2407,1131,6
"PID0015",2026-03-08,0,0,0,0,0
"PID0015",2026-03-15,6,3823,2061,876,4.6
"PID0015",2026-03-22,0,0,0,0,0
"PID0015",2026-03-29,0,0,0,0,0
"PID0015",2026-04-05,11,5698,3389,1288,7.1
"PID0015",2026-04-12,5,2050,701,570,2.4
"PID0015",2026-04-19,3,1558,589,273,1.5
"PID0015",2026-04-26,10,6551,2945,1477,7.4
"PID0015",2026-05-03,0,0,0,0,0
"PID0015",2026-05-10,12,7280,4043,1831,9.3
"PID0015",2026-05-17,0,0,0,0,0
"PID0015",2026-05-24,0,0,0,0,0
"PID0015",2026-05-31,0,0,0,0,0
"PID0015",2026-06-07,0,0,0,0,0
"PID0015",2026-06-14,9,4916,2072,753,4.5
"PID0015",2026-06-21,15,5710,2026,1270,5.9
"PID0015",2026-06-28,7,3053,1166,692,3.3
"PID0016",2026-01-04,5,8399,2702,1015,6.4
"PID0016",2026-01-11,9,9558,3996,1051,7.7
"PID0016",2026-01-18,16,25623,7806,4263,22
"PID0016",2026-01-25,13,14561,5343,1912,12
"PID0016",2026-02-01,13,33659,17921,4925,33.4
"PID0016",2026-02-08,12,25187,11927,2802,21.6
"PID0016",2026-02-15,7,11502,7387,2081,13.4
"PID0016",2026-02-22,16,15946,6697,4876,20.7
"PID0016",2026-03-01,17,42181,22316,12080,56.5
"PID0016",2026-03-08,16,33366,19628,5348,35.7
"PID0016",2026-03-15,0,0,0,0,0
"PID0016",2026-03-22,15,27779,10252,2874,20.9
"PID0016",2026-03-29,17,25546,7734,4450,22.4
"PID0016",2026-04-05,11,19628,6169,2653,15.5
"PID0016",2026-04-12,19,33111,11141,3978,25.5
"PID0016",2026-04-19,0,0,0,0,0
"PID0016",2026-04-26,21,38255,17886,5995,36.9
"PID0016",2026-05-03,16,28272,8989,4407,23.9
"PID0016",2026-05-10,12,16588,5688,3020,15.4
"PID0016",2026-05-17,23,32949,10781,5594,29.2
"PID0016",2026-05-24,0,0,0,0,0
"PID0016",2026-05-31,18,31193,15583,8636,40.3
"PID0016",2026-06-07,19,23629,11866,4105,24.5
"PID0016",2026-06-14,19,32896,15509,3673,28.2
"PID0016",2026-06-21,27,47802,22416,6130,42.8
"PID0016",2026-06-28,18,28902,9522,2986,20.9
"PID0017",2026-01-04,13,29145,13833,3118,24.7
"PID0017",2026-01-11,0,0,0,0,0
"PID0017",2026-01-18,0,0,0,0,0
"PID0017",2026-01-25,8,38219,13923,4970,31.2
"PID0017",2026-02-01,0,0,0,0,0
"PID0017",2026-02-08,13,33829,15409,9222,42.1
"PID0017",2026-02-15,13,22102,11462,2675,20.3
"PID0017",2026-02-22,0,0,0,0,0
"PID0017",2026-03-01,13,33360,14689,5201,31.4
"PID0017",2026-03-08,0,0,0,0,0
"PID0017",2026-03-15,15,26307,9829,3181,21.1
"PID0017",2026-03-22,11,13008,7467,2031,13.7
"PID0017",2026-03-29,8,21595,11029,2581,19.6
"PID0017",2026-04-05,0,0,0,0,0
"PID0017",2026-04-12,9,20583,5749,1475,12.4
"PID0017",2026-04-19,17,62751,30447,6678,53.6
"PID0017",2026-04-26,0,0,0,0,0
"PID0017",2026-05-03,14,32468,16288,2870,26.7
"PID0017",2026-05-10,11,27938,15126,3637,26.8
"PID0017",2026-05-17,14,29956,13029,3133,24.2
"PID0017",2026-05-24,11,18631,12099,2413,19.4
"PID0017",2026-05-31,15,31829,12766,4316,27.4
"PID0017",2026-06-07,12,29755,15505,2972,25.8
"PID0017",2026-06-14,16,37731,22737,3796,35.2
"PID0017",2026-06-21,15,14147,8649,1631,13.8
"PID0017",2026-06-28,20,46193,21194,6273,41.9
"PID0018",2026-01-04,24,27103,11434,18217,60.1
"PID0018",2026-01-11,26,24371,10294,8223,33.7
"PID0018",2026-01-18,37,27390,16882,11948,48.9
"PID0018",2026-01-25,39,30426,18899,13156,54.1
"PID0018",2026-02-01,33,28247,14409,11670,46.4
"PID0018",2026-02-08,32,44489,17198,19080,70.4
"PID0018",2026-02-15,31,33897,11429,18352,61.8
"PID0018",2026-02-22,26,15474,9800,9469,34.6
"PID0018",2026-03-01,25,27427,13610,17794,60.9
"PID0018",2026-03-08,35,65666,21948,38907,128
"PID0018",2026-03-15,47,54771,28882,22730,90.9
"PID0018",2026-03-22,46,22703,11486,12958,46.1
"PID0018",2026-03-29,36,37527,13593,15965,58.3
"PID0018",2026-04-05,37,42378,16822,21538,75.8
"PID0018",2026-04-12,41,24249,10524,13022,45.8
"PID0018",2026-04-19,40,47904,23213,28453,99.3
"PID0018",2026-04-26,38,44104,15207,11502,49.7
"PID0018",2026-05-03,48,33987,11429,9098,38.7
"PID0018",2026-05-10,62,26422,10910,13128,46.8
"PID0018",2026-05-17,53,54809,20226,17785,71.6
"PID0018",2026-05-24,52,53804,22196,16482,69.7
"PID0018",2026-05-31,60,96239,51970,28322,131.6
"PID0018",2026-06-07,43,54533,15370,31218,101.2
"PID0018",2026-06-14,51,20040,8924,5763,25.6
"PID0018",2026-06-21,59,67615,36497,25679,106.9
"PID0018",2026-06-28,65,60285,22682,17307,73.5
"PID0019",2026-01-04,0,0,0,0,0
"PID0019",2026-01-11,0,0,0,0,0
"PID0019",2026-01-18,0,0,0,0,0
"PID0019",2026-01-25,0,0,0,0,0
"PID0019",2026-02-01,0,0,0,0,0
"PID0019",2026-02-08,0,0,0,0,0
"PID0019",2026-02-15,0,0,0,0,0
"PID0019",2026-02-22,0,0,0,0,0
"PID0019",2026-03-01,6,4811,2110,436,3.7
"PID0019",2026-03-08,2,2674,1598,327,2.6
"PID0019",2026-03-15,5,4757,1428,403,3.1
"PID0019",2026-03-22,4,3945,1171,327,2.5
"PID0019",2026-03-29,1,946,482,54,0.7
"PID0019",2026-04-05,6,5666,3638,674,5.7
"PID0019",2026-04-12,0,0,0,0,0
"PID0019",2026-04-19,6,8825,5196,1386,9.4
"PID0019",2026-04-26,3,2310,1294,206,2
"PID0019",2026-05-03,0,0,0,0,0
"PID0019",2026-05-10,0,0,0,0,0
"PID0019",2026-05-17,4,3121,1715,357,2.9
"PID0019",2026-05-24,0,0,0,0,0
"PID0019",2026-05-31,0,0,0,0,0
"PID0019",2026-06-07,4,2597,1266,193,2
"PID0019",2026-06-14,0,0,0,0,0
"PID0019",2026-06-21,4,3487,2409,433,3.7
"PID0019",2026-06-28,5,3214,1832,415,3.1
"PID0020",2026-01-04,16,3468,1622,1000,4.5
"PID0020",2026-01-11,0,0,0,0,0
"PID0020",2026-01-18,0,0,0,0,0
"PID0020",2026-01-25,26,7818,2517,3305,11.8
"PID0020",2026-02-01,19,7879,2756,2883,11
"PID0020",2026-02-08,27,13114,8135,4720,20.9
"PID0020",2026-02-15,15,4536,1392,1468,5.7
"PID0020",2026-02-22,23,8304,3207,5309,17.5
"PID0020",2026-03-01,22,5893,1777,1850,7.2
"PID0020",2026-03-08,17,5277,3361,1766,8.2
"PID0020",2026-03-15,20,9068,5180,3641,15.1
"PID0020",2026-03-22,16,7498,3862,4182,15
"PID0020",2026-03-29,19,8600,3742,3700,14
"PID0020",2026-04-05,34,14433,8131,6448,25.5
"PID0020",2026-04-12,23,7755,2319,2746,10.3
"PID0020",2026-04-19,28,6062,2433,3319,11.5
"PID0020",2026-04-26,26,13726,4912,6237,22.3
"PID0020",2026-05-03,28,8121,3034,2433,10.1
"PID0020",2026-05-10,36,14653,7905,6370,25.2
"PID0020",2026-05-17,32,8724,4573,2761,12.3
"PID0020",2026-05-24,26,11499,5940,4066,17.2
"PID0020",2026-05-31,26,10836,4096,4741,17.3
"PID0020",2026-06-07,28,10612,6969,3688,16.9
"PID0020",2026-06-14,27,15961,7903,5431,23.1
"PID0020",2026-06-21,36,27059,15394,8247,38.3
"PID0020",2026-06-28,33,14494,5992,5311,21
"PID0021",2026-01-04,87,161991,50511,63412,231.3
"PID0021",2026-01-11,69,63364,39354,26600,110.7
"PID0021",2026-01-18,89,88242,49757,31928,137.3
"PID0021",2026-01-25,76,61352,35366,10426,66.6
"PID0021",2026-02-01,82,107745,51975,26231,128.7
"PID0021",2026-02-08,75,93005,32824,19478,93.6
"PID0021",2026-02-15,99,91059,56867,25432,127.3
"PID0021",2026-02-22,77,101167,56915,51818,195.3
"PID0021",2026-03-01,100,114134,42005,40473,157.6
"PID0021",2026-03-08,93,82766,23789,25721,99.9
"PID0021",2026-03-15,94,146960,78367,57870,236.8
"PID0021",2026-03-22,90,125372,43321,33957,144.6
