PersonId,AgentId,MetricDate,Copilot credits used for agents,Returning agent user (most recent and prior 28 days),Returning agent user (most recent and prior 7 days)
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-02-08,2,0,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-03-08,1,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-04-05,1,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-04-26,1,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-05-10,2,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-06-07,1,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-07-12,3,0,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-07-19,2,1,1
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-08-02,1,1,0
synthetic-person-00009,S_0bba32640262e659aafda735a1d3bf66,2026-08-30,1,1,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2025-11-16,1,0,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2026-01-04,1,0,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2026-06-21,1,0,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2026-08-02,1,0,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2026-08-30,9,1,0
synthetic-person-00009,S_c5b2b7027fe80534c91c50a29084aa3c,2026-09-06,2,1,1
synthetic-person-00019,S_32d8b8dfedfc925cd1f8f6ebdffaa047,2025-10-19,3,0,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2025-10-19,1,0,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-01-18,1,0,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-03-15,1,0,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-04-12,2,1,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-08-02,2,0,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-08-16,2,1,0
synthetic-person-00019,S_eebf8d0e746d68625fbb72b8ec361cdc,2026-08-23,1,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-09-07,1,0,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-09-14,1,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-10-19,1,0,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-10-26,2,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-11-09,2,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-11-23,1,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-11-30,1,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-12-07,5,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-12-21,1,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2025-12-28,2,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-02-01,3,0,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-05-24,12,0,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-05-31,3,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-06-14,7,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-06-21,1,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-07-19,1,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-07-26,1,1,1
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-08-09,1,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-08-23,1,1,0
synthetic-person-00036,S_490afb73a7ee2d4343f82b5a0e5effc5,2026-08-30,2,1,1
synthetic-person-00036,S_1999cf861adfb7781d718bce3eaecb68,2026-01-04,5,0,0
synthetic-person-00036,S_1999cf861adfb7781d718bce3eaecb68,2026-05-31,1,0,0
synthetic-person-00036,S_1999cf861adfb7781d718bce3eaecb68,2026-06-21,1,1,0
synthetic-person-00036,S_1999cf861adfb7781d718bce3eaecb68,2026-09-06,1,0,0
synthetic-person-00036,S_aaff33be5e70ef9a03ee2add063f650e,2025-12-07,1,0,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-09-07,4,0,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-09-21,2,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-10-05,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-10-19,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-12-07,1,0,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2025-12-14,2,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-01-04,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-01-18,2,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-01-25,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-02-15,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-03-08,3,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-03-29,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-04-12,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-04-19,3,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-05-17,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-05-24,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-05-31,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-06-14,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-06-21,2,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-06-28,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-07-05,5,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-08-02,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-08-09,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-08-23,1,1,0
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-08-30,1,1,1
synthetic-person-00036,S_db4f2b0f658f7aea331ca70a7c165631,2026-09-06,1,1,1
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-09-07,2,0,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-09-14,2,1,1
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-10-05,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-10-19,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-11-02,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2025-11-30,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-01-04,1,0,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-02-01,2,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-02-15,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-03-01,2,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-03-15,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-03-29,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-04-26,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-05-10,2,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-06-14,1,0,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-06-21,3,1,1
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-07-05,2,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-07-26,2,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-08-02,1,1,1
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-08-16,1,1,0
synthetic-person-00036,S_84c5d1e7f058209e28b50f48bb10a3ad,2026-08-30,1,1,0
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2025-09-14,2,0,0
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2025-12-07,1,0,0
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2026-01-04,1,1,0
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2026-01-11,2,1,1
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2026-04-19,2,0,0
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2026-04-26,7,1,1
synthetic-person-00071,S_aa0141194660ca387546342754a10bfa,2026-06-21,2,0,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-09-21,1,0,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-09-28,2,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-10-05,1,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-10-19,1,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-11-02,4,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2025-11-16,1,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-01-18,1,0,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-01-25,1,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-02-08,3,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-03-15,2,0,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-04-12,1,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-04-19,1,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-04-26,1,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-05-03,1,1,1
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-05-31,1,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-06-21,3,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-07-05,2,1,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-08-16,1,0,0
synthetic-person-00071,S_e8ee8be6203cf8aebcb376877c48b5e7,2026-08-30,3,1,0
synthetic-person-00071,S_a1a55780f48c0955c044f7f1892414c1,2026-02-15,1,0,0
synthetic-person-00071,S_a1a55780f48c0955c044f7f1892414c1,2026-03-29,1,0,0
synthetic-person-00071,S_a1a55780f48c0955c044f7f1892414c1,2026-07-05,1,0,0
synthetic-person-00075,S_b5db2bc553e1447f594e1644e9158b1a,2025-12-21,1,0,0
synthetic-person-00075,S_b5db2bc553e1447f594e1644e9158b1a,2026-07-19,1,0,0
synthetic-person-00075,S_b5db2bc553e1447f594e1644e9158b1a,2026-07-26,5,1,1
synthetic-person-00075,S_b5db2bc553e1447f594e1644e9158b1a,2026-08-23,1,1,0
synthetic-person-00075,S_b5db2bc553e1447f594e1644e9158b1a,2026-08-30,1,1,1
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2025-10-19,1,0,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2025-11-02,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2025-11-16,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2025-12-21,1,0,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-01-11,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-02-08,3,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-03-08,4,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-03-22,2,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-03-29,2,1,1
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-04-12,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-04-19,1,1,1
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-04-26,1,1,1
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-05-17,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-06-07,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-07-05,1,1,0
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-07-12,2,1,1
synthetic-person-00075,S_88a9807039a45c88dee1f56dd6d3220f,2026-08-23,1,0,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2025-09-14,1,0,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2025-10-05,3,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2025-10-12,2,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2025-12-14,2,0,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2025-12-21,3,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-01-25,3,0,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-02-01,1,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-03-01,2,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-03-15,8,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-03-22,1,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-03-29,1,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-04-12,2,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-05-10,2,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-05-17,3,1,1
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-05-31,2,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-06-28,1,1,0
synthetic-person-00097,S_f4699f841a2f26fe298d0f2d458476d3,2026-07-19,2,1,0
synthetic-person-00097,S_e1dae6a3dd8ad2572848a5149305b898,2025-10-12,2,0,0
synthetic-person-00097,S_e1dae6a3dd8ad2572848a5149305b898,2026-07-05,5,0,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2025-09-14,1,0,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2025-09-28,1,1,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2025-10-26,5,1,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2025-11-16,1,1,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2025-11-23,2,1,1
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2026-05-03,3,0,0
synthetic-person-00097,S_2528ad2229098ddfbc11e0e1de69a9ea,2026-09-06,2,0,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2025-09-28,1,0,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2025-10-05,1,1,1
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2025-12-21,2,0,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-01-04,1,1,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-01-25,1,1,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-03-08,1,0,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-04-05,1,1,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-04-19,2,1,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-05-10,1,1,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-08-09,3,0,0
synthetic-person-00102,S_217ed9b68c653fc20e03bd98f7d0b455,2026-09-06,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-09-07,1,0,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-09-14,7,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-09-28,3,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-10-12,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-10-19,2,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-10-26,3,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2025-11-09,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-01-18,4,0,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-02-22,1,0,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-03-22,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-04-12,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-04-19,1,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-05-17,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-05-31,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-06-07,1,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-06-28,1,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-07-05,3,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-07-12,1,1,1
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-08-02,4,1,0
synthetic-person-00102,S_285bc7bedd2f35cfd41642bd0bc6cb9d,2026-08-16,2,1,0
synthetic-person-00102,S_46c18e045ea7c8dbd1654efaa95e7c5a,2025-12-14,1,0,0
synthetic-person-00102,S_46c18e045ea7c8dbd1654efaa95e7c5a,2026-02-22,3,0,0
synthetic-person-00102,S_3b33a35ba2a10969f86c2686334a3b4d,2025-10-12,1,0,0
synthetic-person-00102,S_3b33a35ba2a10969f86c2686334a3b4d,2025-11-30,2,0,0
synthetic-person-00102,S_3b33a35ba2a10969f86c2686334a3b4d,2026-08-30,1,0,0
synthetic-person-00102,S_eaade77db997ce467b5c5a5902d40f9d,2025-09-14,1,0,0
synthetic-person-00102,S_eaade77db997ce467b5c5a5902d40f9d,2026-04-12,1,0,0
synthetic-person-00102,S_eaade77db997ce467b5c5a5902d40f9d,2026-05-31,1,0,0
synthetic-person-00102,S_eaade77db997ce467b5c5a5902d40f9d,2026-06-21,1,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2025-09-07,2,0,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2025-09-21,1,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2025-10-05,5,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2025-11-16,2,0,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2025-12-28,4,0,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-01-04,1,1,1
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-01-11,1,1,1
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-01-18,3,1,1
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-02-01,3,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-03-01,1,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-03-22,1,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-04-12,2,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-05-24,1,0,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-06-21,12,1,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-07-26,1,0,0
synthetic-person-00102,S_c840eac5e3675fd9cf2a5275326133b9,2026-08-30,3,0,0
synthetic-person-00102,S_f7f3bc567292ae53cdbdfa74511cb646,2026-04-26,4,0,0
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2025-09-28,4,0,0
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2025-10-26,1,1,0
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2025-11-02,4,1,1
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2025-11-23,1,1,0
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2026-01-25,1,0,0
synthetic-person-00102,S_6bba570f83d5cac2e8cbbb887fe44f7e,2026-04-05,1,0,0
