PersonId,MetricDate,Model,Feature,Usage count by model and feature
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,claude-haiku-4.5,chat_panel_edit_mode,1
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,claude-haiku-4.5,code_completion,4
4c9d57d4-cc8e-3ffa-a7a2-954c71ef5235,2026-04-06,claude-sonnet-5,code_completion,7
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,claude-haiku-4.5,chat_inline,2
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,claude-haiku-4.5,code_completion,5
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,gpt-5.3-codex,code_completion,2
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,gpt-5.4-mini,chat_inline,1
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,gpt-5.4-mini,chat_panel_agent_mode,3
5060be3d-9bbb-3f4e-955c-625e4390c6b7,2026-04-06,gpt-5.4-mini,code_completion,4
5113b093-acec-3c38-870f-b61a2dd6b880,2026-04-06,gpt-5.3-codex,chat_panel_ask_mode,3
5113b093-acec-3c38-870f-b61a2dd6b880,2026-04-06,gpt-5.3-codex,chat_panel_plan_mode,1
5113b093-acec-3c38-870f-b61a2dd6b880,2026-04-06,gpt-5.3-codex,code_completion,6
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,claude-sonnet-5,chat_inline,1
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,claude-sonnet-5,code_completion,2
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,gpt-5.3-codex,code_completion,2
5498a54c-7cf2-3cbb-85d5-1078aa3be4a7,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,1
5498a54c-7cf2-3cbb-85d5-1078aa3be4a7,2026-04-06,claude-sonnet-5,code_completion,2
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,3
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,claude-haiku-4.5,code_completion,1
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,gpt-5.4,chat_panel_ask_mode,2
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,gpt-5.4,code_completion,2
54de7dbc-3f9b-3702-b677-fee85da6201d,2026-04-06,gpt-5.4,copilot_cli,1
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,claude-sonnet-5,chat_inline,3
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,1
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,claude-sonnet-5,code_completion,5
55ad8c29-20dc-320f-8c21-ac3dfd7685ea,2026-04-06,gpt-5.3-codex,code_completion,6
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,claude-sonnet-5,chat_inline,2
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,2
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,claude-sonnet-5,code_completion,3
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,gpt-5.4,chat_panel_agent_mode,1
591e07f6-72df-366d-a512-d5ee900f7c15,2026-04-06,gpt-5.4,code_completion,3
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,1
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,claude-haiku-4.5,code_completion,3
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,1
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,claude-sonnet-5,code_completion,1
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,gpt-5.4,code_completion,3
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.4,chat_inline,1
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.4,chat_panel_agent_mode,1
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.4,chat_panel_ask_mode,1
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.4,code_completion,8
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.6-terra,chat_panel_agent_mode,3
5b4c7154-ad7e-3526-aa3c-45e89d71e721,2026-04-06,gpt-5.6-terra,code_completion,6
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,claude-haiku-4.5,agent_edit,2
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,claude-haiku-4.5,chat_panel_plan_mode,1
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,claude-haiku-4.5,code_completion,5
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,gpt-5.3-codex,agent_edit,1
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,gpt-5.3-codex,chat_inline,2
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,gpt-5.3-codex,chat_panel_plan_mode,1
5cb2e039-2dc8-3bad-9d23-4bfddc143afe,2026-04-06,gpt-5.3-codex,code_completion,11
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,1
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,claude-haiku-4.5,code_completion,6
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,gpt-5.3-codex,chat_panel_agent_mode,1
5d21d7da-3e33-3ab4-99ef-3ca2c2ff2c69,2026-04-06,gpt-5.3-codex,code_completion,4
5d6ffe35-085b-3fc0-abf7-9f02a5c4fb33,2026-04-06,claude-haiku-4.5,chat_panel_plan_mode,5
5d6ffe35-085b-3fc0-abf7-9f02a5c4fb33,2026-04-06,claude-haiku-4.5,code_completion,7
5de859d5-b06b-3878-b7f0-64c4e91191df,2026-04-06,gpt-5.4,code_completion,1
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce,2026-04-06,gpt-5.3-codex,chat_panel_ask_mode,4
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce,2026-04-06,gpt-5.3-codex,chat_panel_plan_mode,1
6001b0b7-96fc-3fe1-aef1-329c8e2f62ce,2026-04-06,gpt-5.3-codex,code_completion,8
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,claude-sonnet-5,chat_panel_agent_mode,1
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,claude-sonnet-5,chat_panel_edit_mode,1
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,claude-sonnet-5,code_completion,2
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,gpt-5.3-codex,chat_panel_agent_mode,1
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,gpt-5.3-codex,chat_panel_edit_mode,1
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,gpt-5.3-codex,chat_panel_ask_mode,1
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,gpt-5.3-codex,code_completion,5
6c21f96e-4015-302f-a95a-0918b22b3ad8,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,1
6c21f96e-4015-302f-a95a-0918b22b3ad8,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
6c21f96e-4015-302f-a95a-0918b22b3ad8,2026-04-06,claude-haiku-4.5,chat_panel_plan_mode,2
6c21f96e-4015-302f-a95a-0918b22b3ad8,2026-04-06,claude-haiku-4.5,code_completion,1
6c21f96e-4015-302f-a95a-0918b22b3ad8,2026-04-06,gpt-5.4-mini,code_completion,1
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e9,2026-04-06,claude-sonnet-5,chat_inline,2
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e9,2026-04-06,claude-sonnet-5,code_completion,3
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e9,2026-04-06,gpt-5.4-mini,chat_panel_ask_mode,2
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e9,2026-04-06,gpt-5.4-mini,chat_panel_edit_mode,1
6e8a1cb9-329d-3c5e-8d21-4c46a734d1e9,2026-04-06,gpt-5.4-mini,code_completion,3
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,claude-sonnet-5,code_completion,2
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,gpt-5.3-codex,code_completion,2
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,gpt-5.3-codex,copilot_app,2
75be5782-378c-39b7-8d80-e4225331c478,2026-04-06,claude-haiku-4.5,code_completion,1
75be5782-378c-39b7-8d80-e4225331c478,2026-04-06,claude-sonnet-5,code_completion,2
760b65eb-45d9-332e-bbdd-15ad2c3223bc,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,1
760b65eb-45d9-332e-bbdd-15ad2c3223bc,2026-04-06,claude-sonnet-5,code_completion,3
760b65eb-45d9-332e-bbdd-15ad2c3223bc,2026-04-06,gpt-5.4,chat_panel_agent_mode,1
760b65eb-45d9-332e-bbdd-15ad2c3223bc,2026-04-06,gpt-5.4,chat_panel_ask_mode,1
760b65eb-45d9-332e-bbdd-15ad2c3223bc,2026-04-06,gpt-5.4,code_completion,2
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc,2026-04-06,gpt-5.4,chat_inline,1
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc,2026-04-06,gpt-5.4,code_completion,7
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc,2026-04-06,gpt-5.4-mini,code_completion,6
7a81ce3b-6d3e-3961-8d22-eadf3f5ec0bc,2026-04-06,gpt-5.4-mini,copilot_cli,1
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,2
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,claude-sonnet-5,chat_panel_edit_mode,1
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,claude-sonnet-5,chat_panel_unknown_mode,1
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,claude-sonnet-5,code_completion,4
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,gpt-5.6-terra,chat_panel_unknown_mode,1
82a48b8e-4fa5-3f42-857c-71fbe24937aa,2026-04-06,gpt-5.6-terra,code_completion,7
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,claude-haiku-4.5,chat_inline,1
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,claude-haiku-4.5,code_completion,3
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,claude-sonnet-5,chat_inline,1
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,1
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,claude-sonnet-5,code_completion,4
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,gpt-5.3-codex,code_completion,1
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,5
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-haiku-4.5,chat_panel_edit_mode,6
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-haiku-4.5,chat_panel_unknown_mode,4
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-haiku-4.5,code_completion,27
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-sonnet-5,chat_panel_ask_mode,4
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-sonnet-5,chat_panel_edit_mode,5
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-sonnet-5,chat_panel_unknown_mode,3
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,claude-sonnet-5,code_completion,28
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,gpt-5.4,chat_panel_ask_mode,2
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,gpt-5.4,chat_panel_edit_mode,4
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,gpt-5.4,chat_panel_unknown_mode,6
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,gpt-5.4,code_completion,35
86a53618-ee86-3705-9b6b-f5372a406e5d,2026-04-06,claude-sonnet-5,code_completion,3
87ab0257-a9f6-3705-89f8-f63b9b8f2b0c,2026-04-06,claude-haiku-4.5,chat_panel_agent_mode,2
87ab0257-a9f6-3705-89f8-f63b9b8f2b0c,2026-04-06,claude-haiku-4.5,chat_panel_ask_mode,1
87ab0257-a9f6-3705-89f8-f63b9b8f2b0c,2026-04-06,claude-haiku-4.5,copilot_cli,1
