PersonId,MetricDate,Language,Model,Usage count by language and model
29768e10-7435-3d69-8503-a6f77e57bdcd,2026-04-06,javascript,gpt-5.6-terra,1
29768e10-7435-3d69-8503-a6f77e57bdcd,2026-04-06,python,gpt-5.6-terra,2
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,c#,gpt-5.4-mini,2
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,typescript,claude-sonnet-5,1
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,typescript,gpt-5.4,1
2fdf5375-31c8-3c6a-9cf3-12465dbec4a5,2026-04-06,typescript,gpt-5.4-mini,1
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,c#,claude-haiku-4.5,5
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,c#,claude-sonnet-5,2
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,yaml,claude-haiku-4.5,4
36609ac4-6206-306e-8839-af98e2ad9c27,2026-04-06,yaml,claude-sonnet-5,3
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,markdown,gpt-5.6-terra,2
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,python,claude-haiku-4.5,1
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,python,gpt-5.6-terra,1
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,typescript,claude-haiku-4.5,1
36f0982a-ff58-3c66-9847-439d640e7d96,2026-04-06,typescript,gpt-5.6-terra,1
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,c#,gpt-5.4,5
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,python,gpt-5.4,1
3a95c147-b6b0-329f-88ad-464e73046bbe,2026-04-06,typescript,gpt-5.4,3
3ab4ce54-3bfa-3a09-8624-c69a02d77632,2026-04-06,c#,gpt-5.4-mini,3
3ab4ce54-3bfa-3a09-8624-c69a02d77632,2026-04-06,json,gpt-5.4-mini,3
3ab4ce54-3bfa-3a09-8624-c69a02d77632,2026-04-06,python,gpt-5.4-mini,4
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,json,gpt-5.3-codex,5
3c828a67-8a44-3a18-a2db-213948c73e01,2026-04-06,typescript,gpt-5.3-codex,5
3ec4aa61-73df-37f5-af33-ac50b24f1ab5,2026-04-06,python,claude-haiku-4.5,1
3ec4aa61-73df-37f5-af33-ac50b24f1ab5,2026-04-06,python,gpt-5.4,1
3ec4aa61-73df-37f5-af33-ac50b24f1ab5,2026-04-06,typescript,claude-haiku-4.5,1
3ec4aa61-73df-37f5-af33-ac50b24f1ab5,2026-04-06,typescript,gpt-5.4,1
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,sql,claude-haiku-4.5,10
3f3adad3-22df-3188-a572-bab43c8f0258,2026-04-06,typescript,claude-haiku-4.5,8
41219c74-897b-3ca9-87e5-43da9041ddd3,2026-04-06,java,gpt-5.4-mini,4
41219c74-897b-3ca9-87e5-43da9041ddd3,2026-04-06,unknown,gpt-5.4-mini,5
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,python,claude-haiku-4.5,5
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,python,claude-sonnet-5,1
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,python,gpt-5.4,3
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,sql,claude-haiku-4.5,5
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,sql,claude-sonnet-5,2
423348ca-0838-3372-a616-b4cda0468666,2026-04-06,sql,gpt-5.4,1
4333cd5c-141e-38a1-af2a-a7df714feddb,2026-04-06,go,gpt-5.3-codex,4
4333cd5c-141e-38a1-af2a-a7df714feddb,2026-04-06,go,gpt-5.4-mini,4
45646b0b-1f90-30c9-a31e-8ff3ce71468c,2026-04-06,javascript,gpt-5.4,17
45646b0b-1f90-30c9-a31e-8ff3ce71468c,2026-04-06,typescript,gpt-5.4,19
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,c#,gpt-5.4,3
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,python,gpt-5.3-codex,2
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,python,gpt-5.4,3
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,yaml,gpt-5.3-codex,2
458e61b5-010d-3520-8683-4ea9ccc7bf9a,2026-04-06,yaml,gpt-5.4,4
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,go,claude-haiku-4.5,2
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,python,claude-haiku-4.5,1
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,python,gpt-5.3-codex,1
460c19ec-738f-33e2-84b8-3a300f8ee989,2026-04-06,python,gpt-5.6-terra,2
460c21b1-3cfc-31cf-a50e-caa5dcdf949a,2026-04-06,python,gpt-5.3-codex,2
460c21b1-3cfc-31cf-a50e-caa5dcdf949a,2026-04-06,sql,gpt-5.3-codex,1
4b40a745-e9ad-334f-ab03-4ab6ccf8c4fb,2026-04-06,c#,gpt-5.6-terra,5
4b40a745-e9ad-334f-ab03-4ab6ccf8c4fb,2026-04-06,json,gpt-5.6-terra,4
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,go,gpt-5.3-codex,1
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,go,gpt-5.6-terra,4
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,javascript,gpt-5.3-codex,3
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,javascript,gpt-5.6-terra,1
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,typescript,gpt-5.3-codex,1
4d62a2a6-a8bb-3084-8568-8b0c0e6c53f9,2026-04-06,typescript,gpt-5.6-terra,2
4d843361-b5aa-3b6a-88aa-b89d091cd523,2026-04-06,unknown,gpt-5.4,13
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,sql,gpt-5.4,4
4d8e0306-9402-312c-8735-520e75542ddf,2026-04-06,sql,gpt-5.4-mini,5
4f2065c7-ece7-384a-a5f8-b1eda61e6331,2026-04-06,sql,gpt-5.4,2
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,json,gpt-5.4,5
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,json,gpt-5.6-terra,2
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,typescript,gpt-5.4,1
4fbbedf8-7ea9-3ba5-8a18-f658a4f21605,2026-04-06,typescript,gpt-5.6-terra,2
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,javascript,gpt-5.4,1
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,javascript,gpt-5.4-mini,1
52412506-0a36-3bbc-b4ff-9579aa41f9b1,2026-04-06,markdown,gpt-5.4,1
525519ab-5701-3792-8bdb-c46a264d9b63,2026-04-06,java,claude-haiku-4.5,4
525519ab-5701-3792-8bdb-c46a264d9b63,2026-04-06,typescript,claude-haiku-4.5,4
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,javascript,gpt-5.4,6
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,javascript,gpt-5.4-mini,2
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,yaml,gpt-5.4,3
5656dbc0-5497-3227-a829-fd8eb574450e,2026-04-06,yaml,gpt-5.4-mini,3
56ab4ff8-d4a1-314d-82eb-cc5055b8d77c,2026-04-06,c#,claude-sonnet-5,1
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,java,gpt-5.4,3
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,java,gpt-5.6-terra,5
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,typescript,gpt-5.4,4
577fb2a5-642d-3f7e-8720-21da3c10d3d9,2026-04-06,typescript,gpt-5.6-terra,3
57d3f142-33f4-308b-ae84-b183cc99db1b,2026-04-06,javascript,gpt-5.3-codex,1
57d3f142-33f4-308b-ae84-b183cc99db1b,2026-04-06,python,gpt-5.3-codex,7
585b3bc4-0239-3118-8043-fe70e5d509dc,2026-04-06,go,claude-haiku-4.5,1
585b3bc4-0239-3118-8043-fe70e5d509dc,2026-04-06,go,claude-sonnet-5,1
585b3bc4-0239-3118-8043-fe70e5d509dc,2026-04-06,markdown,claude-haiku-4.5,1
585b3bc4-0239-3118-8043-fe70e5d509dc,2026-04-06,markdown,claude-sonnet-5,1
59a3ba74-8a6d-3bac-b0c5-c986595ef898,2026-04-06,javascript,claude-sonnet-5,2
59a3ba74-8a6d-3bac-b0c5-c986595ef898,2026-04-06,markdown,claude-sonnet-5,1
5a3caea3-a6eb-3d9f-8553-ca013793121a,2026-04-06,typescript,gpt-5.4,3
5a3caea3-a6eb-3d9f-8553-ca013793121a,2026-04-06,typescript,gpt-5.4-mini,3
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,java,claude-haiku-4.5,3
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,json,claude-haiku-4.5,3
5a91fc01-e54a-36cc-b759-44260109d8b8,2026-04-06,markdown,claude-haiku-4.5,6
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,javascript,claude-sonnet-5,5
617065f0-5c37-32d6-a3d6-dc223ac898b3,2026-04-06,typescript,claude-sonnet-5,7
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,python,gpt-5.4,1
64b0ba20-1b28-3b6c-9ffc-402714ee0245,2026-04-06,typescript,gpt-5.4,2
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,java,claude-haiku-4.5,1
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,java,gpt-5.3-codex,1
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,typescript,claude-haiku-4.5,1
677911e4-74ab-36e6-b2e8-9e7f977232fd,2026-04-06,typescript,gpt-5.3-codex,1
6a5b5baa-1f05-3d64-a1f4-6971499443c4,2026-04-06,javascript,claude-sonnet-5,4
6a5b5baa-1f05-3d64-a1f4-6971499443c4,2026-04-06,javascript,gpt-5.4,1
6a620372-f31e-349c-b6c6-0e040a3edb64,2026-04-06,python,gpt-5.6-terra,14
6caa45a8-6d83-3033-a787-c79085beec37,2026-04-06,sql,claude-haiku-4.5,12
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,javascript,claude-haiku-4.5,4
745d78f2-7f7a-3cdd-af4f-c4c3f0a18dbb,2026-04-06,javascript,claude-sonnet-5,5
75b45819-0131-3505-a67e-213e6e87963f,2026-04-06,c#,gpt-5.4-mini,1
75b45819-0131-3505-a67e-213e6e87963f,2026-04-06,typescript,gpt-5.4-mini,1
75b45819-0131-3505-a67e-213e6e87963f,2026-04-06,typescript,gpt-5.6-terra,2
779e581c-a821-3108-9ebe-a92f9dcfc74c,2026-04-06,python,gpt-5.4,17
779e581c-a821-3108-9ebe-a92f9dcfc74c,2026-04-06,python,gpt-5.6-terra,14
7825a025-23b9-3955-84e6-3a54c38e86e4,2026-04-06,javascript,claude-haiku-4.5,4
7825a025-23b9-3955-84e6-3a54c38e86e4,2026-04-06,typescript,claude-haiku-4.5,2
7bc2c0f6-4554-3c0d-a33a-dd949088b57c,2026-04-06,c#,gpt-5.3-codex,2
7bc2c0f6-4554-3c0d-a33a-dd949088b57c,2026-04-06,python,gpt-5.3-codex,3
7bc2c0f6-4554-3c0d-a33a-dd949088b57c,2026-04-06,unknown,gpt-5.3-codex,3
7c23dbff-03d3-3e28-aa54-5f8960222244,2026-04-06,sql,claude-haiku-4.5,5
7f426754-4ea5-368b-9dba-da1364040455,2026-04-06,python,gpt-5.3-codex,1
7f426754-4ea5-368b-9dba-da1364040455,2026-04-06,typescript,gpt-5.3-codex,3
7f426754-4ea5-368b-9dba-da1364040455,2026-04-06,typescript,gpt-5.4-mini,1
7fb6ff11-be82-30ff-ad1d-e44ada4f46db,2026-04-06,javascript,gpt-5.3-codex,5
7fb6ff11-be82-30ff-ad1d-e44ada4f46db,2026-04-06,javascript,gpt-5.4,7
7fb6ff11-be82-30ff-ad1d-e44ada4f46db,2026-04-06,typescript,gpt-5.3-codex,9
7fb6ff11-be82-30ff-ad1d-e44ada4f46db,2026-04-06,typescript,gpt-5.4,11
7fc14ec1-994b-3149-a5da-ecbc30116739,2026-04-06,c#,gpt-5.4,4
7fc14ec1-994b-3149-a5da-ecbc30116739,2026-04-06,c#,gpt-5.6-terra,3
7fc14ec1-994b-3149-a5da-ecbc30116739,2026-04-06,yaml,gpt-5.4,4
7fc14ec1-994b-3149-a5da-ecbc30116739,2026-04-06,yaml,gpt-5.6-terra,5
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,go,gpt-5.6-terra,10
82b47e6e-09d7-36e6-80ab-4506629ff46b,2026-04-06,json,gpt-5.6-terra,6
834aa49a-5a2a-30db-8385-ad60aed26cd7,2026-04-06,c#,gpt-5.4-mini,7
834aa49a-5a2a-30db-8385-ad60aed26cd7,2026-04-06,sql,gpt-5.4-mini,9
834aa49a-5a2a-30db-8385-ad60aed26cd7,2026-04-06,typescript,gpt-5.4-mini,11
85cb1e88-d121-35a6-a362-3cdc80917d44,2026-04-06,python,gpt-5.4-mini,16
8c272368-ac0c-3bc7-9568-cfbb26f8e749,2026-04-06,c#,gpt-5.3-codex,1
8c272368-ac0c-3bc7-9568-cfbb26f8e749,2026-04-06,javascript,gpt-5.4,3
8c414798-333c-3663-bac9-84c120ae29fb,2026-04-06,go,gpt-5.3-codex,8
8c414798-333c-3663-bac9-84c120ae29fb,2026-04-06,sql,gpt-5.3-codex,2
8c414798-333c-3663-bac9-84c120ae29fb,2026-04-06,typescript,gpt-5.3-codex,3
8c5b1f37-b3ea-3b4a-a4dd-fad03cfd11b6,2026-04-06,yaml,claude-sonnet-5,25
8debe531-5c97-3c39-91ae-21507cdd52a8,2026-04-06,c#,gpt-5.4,5
8debe531-5c97-3c39-91ae-21507cdd52a8,2026-04-06,python,claude-sonnet-5,2
8debe531-5c97-3c39-91ae-21507cdd52a8,2026-04-06,python,gpt-5.4,4
91ebe4d4-dcf4-3428-831e-9a8818bbd762,2026-04-06,json,gpt-5.4,4
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,json,claude-sonnet-5,1
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,json,gpt-5.4-mini,1
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,python,claude-sonnet-5,1
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,python,gpt-5.4-mini,3
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,yaml,claude-sonnet-5,5
93084763-350e-35f7-b44a-a8feafbcfe6e,2026-04-06,yaml,gpt-5.4-mini,2
9317e817-504a-35a4-b7c3-68e90b432c45,2026-04-06,c#,claude-haiku-4.5,4
9317e817-504a-35a4-b7c3-68e90b432c45,2026-04-06,c#,gpt-5.4-mini,5
9317e817-504a-35a4-b7c3-68e90b432c45,2026-04-06,json,claude-haiku-4.5,2
9317e817-504a-35a4-b7c3-68e90b432c45,2026-04-06,json,gpt-5.4-mini,2
956008d9-c7c8-3450-a799-ccd802fc2078,2026-04-06,c#,claude-sonnet-5,4
956008d9-c7c8-3450-a799-ccd802fc2078,2026-04-06,c#,gpt-5.3-codex,3
96739dc1-9e37-3b11-8e79-e0a5a57062a1,2026-04-06,c#,claude-haiku-4.5,2
96739dc1-9e37-3b11-8e79-e0a5a57062a1,2026-04-06,c#,gpt-5.4-mini,1
96739dc1-9e37-3b11-8e79-e0a5a57062a1,2026-04-06,python,claude-haiku-4.5,2
96739dc1-9e37-3b11-8e79-e0a5a57062a1,2026-04-06,python,gpt-5.4,1
96739dc1-9e37-3b11-8e79-e0a5a57062a1,2026-04-06,python,gpt-5.4-mini,3
9784049c-35d1-3534-8c4b-f4cea920d4ff,2026-04-06,java,claude-haiku-4.5,1
9784049c-35d1-3534-8c4b-f4cea920d4ff,2026-04-06,java,gpt-5.4-mini,2
9784049c-35d1-3534-8c4b-f4cea920d4ff,2026-04-06,typescript,claude-haiku-4.5,1
9784049c-35d1-3534-8c4b-f4cea920d4ff,2026-04-06,typescript,gpt-5.4-mini,4
98b357c6-e458-3b53-bc66-c80eb105e3cf,2026-04-06,yaml,gpt-5.4,10
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,javascript,gpt-5.3-codex,1
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,javascript,gpt-5.4-mini,2
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,python,gpt-5.3-codex,1
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,python,gpt-5.6-terra,2
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,typescript,gpt-5.3-codex,1
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,typescript,gpt-5.4-mini,1
9ba853eb-6f5c-3cb7-a12d-962e66e16f57,2026-04-06,typescript,gpt-5.6-terra,1
9bddd6f0-dd41-333e-aac7-f757b18ea2aa,2026-04-06,java,claude-sonnet-5,5
9bddd6f0-dd41-333e-aac7-f757b18ea2aa,2026-04-06,python,claude-sonnet-5,11
9bddd6f0-dd41-333e-aac7-f757b18ea2aa,2026-04-06,typescript,claude-sonnet-5,5
9c2b569e-d3f4-3c78-a57e-4d73687d2dc2,2026-04-06,markdown,gpt-5.3-codex,2
9d35e9c7-555b-37b7-adda-1a942e3c3655,2026-04-06,c#,gpt-5.3-codex,3
9d35e9c7-555b-37b7-adda-1a942e3c3655,2026-04-06,java,gpt-5.3-codex,2
9d35e9c7-555b-37b7-adda-1a942e3c3655,2026-04-06,javascript,gpt-5.3-codex,8
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,go,claude-haiku-4.5,1
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,sql,claude-haiku-4.5,1
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,sql,gpt-5.3-codex,1
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,sql,gpt-5.4-mini,1
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,typescript,claude-haiku-4.5,1
9f556308-7e5a-375c-8130-c6284c3c5d5c,2026-04-06,typescript,gpt-5.3-codex,1
a2c7f30a-a765-3820-af7f-dbf67c4ba83a,2026-04-06,go,gpt-5.6-terra,5
a2c7f30a-a765-3820-af7f-dbf67c4ba83a,2026-04-06,java,gpt-5.6-terra,3
a2c7f30a-a765-3820-af7f-dbf67c4ba83a,2026-04-06,sql,gpt-5.6-terra,5
a5068583-4849-35ce-900f-e2ce7f309840,2026-04-06,javascript,claude-haiku-4.5,3
a5068583-4849-35ce-900f-e2ce7f309840,2026-04-06,markdown,claude-haiku-4.5,3
a5068583-4849-35ce-900f-e2ce7f309840,2026-04-06,python,claude-haiku-4.5,2
a96a11ac-c839-3a7d-8ca2-dd65ad906316,2026-04-06,python,gpt-5.4-mini,1
aa6abf91-dae5-3992-8bc0-b63f1757fcd0,2026-04-06,python,gpt-5.4,6
ae5f3d2e-f527-359d-8bcf-846f320f8e57,2026-04-06,sql,claude-haiku-4.5,1
ae5f3d2e-f527-359d-8bcf-846f320f8e57,2026-04-06,sql,gpt-5.4,2
b5709237-397b-3941-956e-9aae6c3073df,2026-04-06,go,gpt-5.4,11
b5709237-397b-3941-956e-9aae6c3073df,2026-04-06,markdown,gpt-5.4,10
b5709237-397b-3941-956e-9aae6c3073df,2026-04-06,python,gpt-5.4,8
b571b5d8-c91f-3776-86bd-22c88c5580c2,2026-04-06,java,gpt-5.4,1
b571b5d8-c91f-3776-86bd-22c88c5580c2,2026-04-06,java,gpt-5.6-terra,9
b5b7bbb0-1312-34a4-8934-10fe49cea8ed,2026-04-06,go,claude-haiku-4.5,3
b5b7bbb0-1312-34a4-8934-10fe49cea8ed,2026-04-06,go,gpt-5.6-terra,3
b5b7bbb0-1312-34a4-8934-10fe49cea8ed,2026-04-06,markdown,claude-haiku-4.5,3
b5b7bbb0-1312-34a4-8934-10fe49cea8ed,2026-04-06,markdown,gpt-5.6-terra,3
b7f8d590-1a7d-3745-82cc-9e0c966c6306,2026-04-06,markdown,claude-haiku-4.5,2
b7f8d590-1a7d-3745-82cc-9e0c966c6306,2026-04-06,sql,claude-haiku-4.5,2
b7f8d590-1a7d-3745-82cc-9e0c966c6306,2026-04-06,sql,claude-sonnet-5,2
b936b500-8069-3329-8f53-ba6b7cae7523,2026-04-06,json,gpt-5.4,3
b936b500-8069-3329-8f53-ba6b7cae7523,2026-04-06,json,gpt-5.6-terra,4
b936b500-8069-3329-8f53-ba6b7cae7523,2026-04-06,python,gpt-5.4,2
b936b500-8069-3329-8f53-ba6b7cae7523,2026-04-06,python,gpt-5.6-terra,2
b936b500-8069-3329-8f53-ba6b7cae7523,2026-04-06,unknown,gpt-5.4,3
