"PersonId","Team","Tenure","JobFamily","IsDeveloper","IsCopilotLicensed"
"P00031","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00032","Platform","Over 5 years","Software Engineering",TRUE,FALSE
"P00033","Platform","2 to 5 years","Software Engineering",TRUE,FALSE
"P00034","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00035","Developer Experience","Under 2 years","Software Engineering",TRUE,FALSE
"P00036","Data Engineering","Over 5 years","Software Engineering",TRUE,FALSE
"P00037","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00038","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00039","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00040","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00041","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00042","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00043","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00044","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00045","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00046","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00047","Mobile","2 to 5 years","Software Engineering",TRUE,FALSE
"P00048","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00049","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00050","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00051","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00052","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00053","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00054","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00055","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00056","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00057","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00058","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00059","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00060","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00061","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00062","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00063","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00064","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00065","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00066","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00067","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00068","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00069","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00070","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00071","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00072","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00073","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00074","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00075","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00076","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00077","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00078","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00079","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00080","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00081","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00082","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00083","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00084","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00085","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00086","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00087","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00088","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00089","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00090","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00091","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00092","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00093","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00094","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00095","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00096","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00097","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00098","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00099","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00100","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00101","Mobile","Over 5 years","Software Engineering",TRUE,FALSE
"P00102","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00103","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00104","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00105","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00106","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00107","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00108","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00109","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00110","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00111","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00112","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00113","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00114","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00115","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00116","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00117","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00118","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00119","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00120","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00121","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00122","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00123","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00124","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00125","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00126","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00127","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00128","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00129","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00130","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00131","Identity","2 to 5 years","Software Engineering",TRUE,FALSE
"P00132","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00133","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00134","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00135","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00136","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00137","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00138","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00139","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00140","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00141","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00142","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00143","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00144","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00145","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00146","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00147","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00148","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00149","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00150","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00151","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00152","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00153","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00154","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00155","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00156","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00157","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00158","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00159","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00160","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00161","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00162","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00163","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00164","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00165","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00166","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00167","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00168","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00169","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00170","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00171","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00172","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00173","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00174","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00175","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00176","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00177","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00178","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00179","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00180","Identity","Over 5 years","Software Engineering",TRUE,FALSE
"P00181","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00182","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00183","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00184","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00185","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00186","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00187","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00188","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00189","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00190","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00191","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00192","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00193","Developer Experience","2 to 5 years","Software Engineering",TRUE,FALSE
"P00194","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00195","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00196","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00197","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00198","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00199","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00200","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00201","Mobile","Under 2 years","Software Engineering",TRUE,FALSE
"P00202","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00203","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00204","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00205","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00206","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00207","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00208","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00209","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00210","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00211","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00212","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00213","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00214","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00215","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00216","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00217","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00218","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00219","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00220","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00221","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00222","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00223","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00224","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00225","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00226","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00227","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00228","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00229","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00230","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00231","Developer Experience","2 to 5 years","Software Engineering",TRUE,FALSE
"P00232","Data Engineering","2 to 5 years","Software Engineering",TRUE,FALSE
"P00233","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00234","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00235","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00236","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00237","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00238","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00239","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00240","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00241","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00242","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00243","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00244","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00245","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00246","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00247","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00248","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00249","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00250","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00251","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00252","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00253","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00254","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00255","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00256","Data Engineering","2 to 5 years","Software Engineering",TRUE,FALSE
"P00257","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00258","Payments","Under 2 years","Software Engineering",TRUE,FALSE
"P00259","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00260","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00261","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00262","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00263","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00264","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00265","Payments","Under 2 years","Software Engineering",TRUE,FALSE
"P00266","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00267","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00268","Data Engineering","Over 5 years","Software Engineering",TRUE,FALSE
"P00269","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00270","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00271","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00272","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00273","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00274","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00275","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00276","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00277","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00278","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00279","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00280","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00281","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00282","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00283","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00284","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00285","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00286","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00287","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00288","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00289","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00290","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00291","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00292","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00293","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00294","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00295","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00296","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00297","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00298","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00299","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00300","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00301","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00302","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00303","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00304","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00305","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00306","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00307","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00308","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00309","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00310","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00311","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00312","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00313","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00314","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00315","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00316","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00317","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00318","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00319","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00320","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00321","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00322","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00323","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00324","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00325","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00326","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00327","Data Engineering","Over 5 years","Software Engineering",TRUE,FALSE
"P00328","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00329","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00330","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00331","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00332","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00333","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00334","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00335","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00336","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00337","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00338","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00339","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00340","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00341","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00342","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00343","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00344","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00345","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00346","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00347","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00348","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00349","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00350","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00351","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00352","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00353","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00354","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00355","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00356","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00357","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00358","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00359","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00360","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00361","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00362","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00363","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00364","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00365","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00366","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00367","Identity","2 to 5 years","Software Engineering",TRUE,FALSE
"P00368","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00369","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00370","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00371","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00372","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00373","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00374","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00375","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00376","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00377","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00378","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00379","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00380","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00381","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00382","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00383","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00384","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00385","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00386","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00387","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00388","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00389","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00390","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00391","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00392","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00393","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00394","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00395","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00396","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00397","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00398","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00399","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00400","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00401","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00402","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00403","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00404","Platform","Under 2 years","Software Engineering",TRUE,FALSE
