PersonId,MetricDate,Collaboration_hours,Meeting_hours,Email_hours,Chat_hours,Scheduled_call_hours,Unscheduled_call_hours,Channel_message_hours,Active_connected_hours,External_collaboration_hours,Available_to_focus_hours,Uninterrupted_hours,Interrupted_hours,Open_1_hour_block,Recurring_meeting_hours,Conflicting_meeting_hours,Meeting_hours_with_six_or_fewer_hours_of_advanced_notice,Emails_sent,Chats_sent,Meetings,Calls,After_hours_collaboration_hours,After_hours_meeting_hours,After_hours_email_hours,After_hours_chat_hours,Weekend_collaboration_hours,Collaboration_span,Internal_network_size,External_network_size,Strong_ties,Diverse_ties,Network_outside_organization,Total_Copilot_enabled_days,Organization,FunctionType,LevelDesignation,IsManager,Team,Role,Seniority,Tenure,IsDeveloper
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-03-15,9.149,3.536,2.11,1.335,0.441,1.282,0.444,14.67,1.563,36.023,19.064,16.959,23,1.606,0.211,0.332,45,78,4,3,3.441,1.255,1.321,0.728,1.33,11.308,44,11,17,10,9,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-03-22,7.655,2.871,1.15,0.72,1.208,1.179,0.526,12.755,1.334,35.921,16.606,19.315,20,1.69,0.078,0.443,38,42,3,3,3.934,0.992,1.383,0.245,1.984,11.906,39,5,14,6,8,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-03-29,5.256,0.807,1.416,0.474,0.757,1.514,0.288,13.938,0.341,38.436,18.479,19.957,25,0.395,0.091,0.126,20,38,1,4,3.386,0.873,0.67,0.562,1.248,10.369,50,14,21,6,9,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-04-05,9.05,0.987,0.759,2.381,1.097,2.059,1.767,15.248,2.582,37.915,19.941,17.974,23,0.443,0.02,0.172,14,88,1,4,4.62,1.414,1.328,0.422,0.162,11.994,49,2,14,16,8,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-04-12,9.583,2.28,1.196,2.182,1.481,2.178,0.265,18.235,0.689,36.239,18.779,17.459,21,1.195,0.26,0.25,41,86,3,6,2.918,0.982,0.609,0.724,0.818,10.771,51,12,19,6,12,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-04-19,6.424,1.577,1.077,1.35,1.507,0.534,0.377,18.42,0.756,36.915,16.451,20.464,24,1,0.056,0.024,16,79,2,4,2.916,1.033,0.594,0.745,0.4,10.642,53,8,10,8,4,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-04-26,5.659,0.733,1.269,1.259,1.216,0.989,0.194,12.581,0.213,38.051,19.332,18.719,24,0.483,0.005,0.012,30,69,1,5,4.099,1.757,1.278,0.771,0.566,11.495,55,6,21,10,3,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-05-03,3.21,0.5,0.737,0.638,0.361,0.524,0.45,13.725,0.288,39.139,17.875,21.265,19,0.275,0,0.018,18,45,1,1,4.766,0.783,1.545,1.059,0.964,12.578,46,4,19,16,9,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-05-10,5.032,0.5,1.431,0.855,0.712,0.752,0.782,16.986,0.598,38.788,18.796,19.992,21,0.19,0.08,0.075,27,75,1,2,3.698,1.185,0.859,0.767,1.31,11.893,43,2,11,10,11,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-05-17,4.289,0.5,0.711,0.498,0.572,1.848,0.159,11.207,0.727,38.928,18.489,20.438,20,0.156,0.019,0.069,29,32,0,5,4.205,1.662,1.505,0.303,0.199,10.001,40,4,16,7,2,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-05-24,4.879,0.5,1.599,0.469,0.884,1.059,0.367,13.094,0.533,38.616,20.299,18.318,23,0.259,0,0.098,33,62,1,4,3.783,1.607,1.259,0.597,0.25,11.427,51,6,11,16,9,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-05-31,4.248,0.5,1.116,0.695,0.261,0.479,1.198,11.365,0.174,39.239,17.758,21.481,23,0.208,0.013,0.028,34,56,1,1,5.904,2.541,2.289,1.166,5.104,12.368,46,13,16,8,10,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-06-07,4.548,0.5,2.006,0.572,0.502,0.63,0.337,18.784,0.262,38.998,18.147,20.85,21,0.254,0.042,0.013,25,43,1,2,3.832,1.155,0.911,1.094,0.558,9.524,54,2,9,16,13,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-06-14,4.583,0.5,1.748,0.264,0.755,1.073,0.243,20.987,0.315,38.745,17.561,21.185,20,0.323,0.059,0.081,28,36,1,3,4.293,0.853,1.664,0.83,1.004,12.329,51,12,22,18,8,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-06-21,5.316,0.5,1.604,0.83,0.876,0.553,0.952,14.437,0.888,38.624,18.153,20.471,21,0.292,0.078,0.085,30,64,1,2,4.872,2.153,1.551,1.107,0.136,11.474,48,10,19,11,6,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
a4897e9b-7fc7-3e17-9b47-a254a0b85f27,2026-06-28,9.665,0.5,1.292,1.534,1.262,4.317,0.76,21.564,2.433,38.238,17.971,20.266,21,0.278,0.072,0.053,30,77,1,11,4.28,1.49,0.664,0.266,0.233,12.112,46,28,8,6,5,0,Business Unit C,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-01-04,8.288,1.564,2.499,1.186,0.802,1.883,0.354,14.273,0.261,37.634,14.808,22.827,18,0.57,0.242,0.1,38,71,2,5,1.258,0.213,0.202,0.198,0.434,8.485,39,6,7,11,10,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-01-11,4.84,0.5,0.97,1.451,0.661,0.985,0.273,16.236,0.816,38.839,18.952,19.887,25,0.365,0.066,0.082,20,48,1,4,0.774,0.229,0.255,0.211,0.206,9.254,38,13,17,6,4,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-01-18,6.371,1.151,1.811,0.664,0.995,1.338,0.411,13.009,0.206,37.854,19.067,18.787,22,0.634,0.012,0.086,44,53,1,5,1.465,0.181,0.23,0.191,2.215,7.349,43,5,11,9,5,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-01-25,10.885,0.721,3.497,3.749,1.433,1.007,0.477,20.905,1.107,37.846,18.161,19.685,22,0.266,0.023,0.017,35,129,1,3,0.652,0.273,0.166,0.117,5.061,6.789,37,6,14,12,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-02-01,6.73,1.137,1.659,1.185,1.722,0.526,0.501,20.689,1.14,37.141,21.102,16.039,22,0.615,0.109,0.083,32,73,2,3,0.809,0.179,0.251,0.177,0.099,9.723,32,10,10,10,8,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-02-08,9.615,3.629,1.703,0.581,0.956,2.381,0.364,18.163,0.569,35.415,17.506,17.909,21,1.81,0.046,0.398,40,74,4,6,2.294,0.37,0.88,0.352,0.686,8.72,40,7,7,10,6,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-02-15,10.606,5.533,1.939,1.048,1.435,0.439,0.212,23.53,0.693,33.032,16.554,16.478,18,3.018,0.264,0.245,25,77,7,2,0.464,0.111,0.156,0.074,1.381,10.249,34,2,8,6,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-02-22,8.428,2.88,1.266,1.256,1.76,0.948,0.319,22.36,0.947,35.36,21.169,14.191,17,2.028,0.444,0.416,26,81,3,6,0.83,0.304,0.29,0.214,1.946,9.021,38,9,13,11,3,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-03-01,9.515,2.788,2.384,1.573,0.666,0.683,1.422,15.294,3.573,36.546,18.166,18.38,19,1.555,0.01,0.485,43,81,4,2,1.154,0.472,0.198,0.304,0.529,9.736,39,5,16,12,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-03-08,11.559,3.637,1.076,1.746,1.327,1.424,2.348,19.815,1.712,35.036,17.332,17.705,20,1.425,0.318,0.16,24,85,5,4,2.28,0.626,0.524,0.588,0.227,12.258,37,12,10,12,9,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-03-15,9.021,2.058,1.965,2.069,0.881,1.266,0.781,15.204,0.814,37.061,16.999,20.062,18,0.865,0.012,0.438,36,70,2,4,1.329,0.292,0.257,0.067,0.649,7.462,37,20,15,10,3,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-03-22,5.746,1.119,1.833,1.386,0.551,0.508,0.351,10.201,1.676,38.33,16.027,22.304,20,0.744,0.081,0.064,39,60,2,2,1.015,0.21,0.208,0.136,0.665,8.442,43,8,10,12,9,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-03-29,6.724,0.884,2.696,1.126,1.299,0.544,0.177,17.479,0.764,37.817,15.838,21.98,21,0.426,0.111,0.029,28,54,2,3,1.023,0.419,0.226,0.223,2.677,8.431,33,10,5,6,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-04-05,5.641,1.436,0.846,0.617,1.759,0.527,0.457,13.958,0.228,36.805,20.092,16.713,25,0.506,0.187,0.187,33,60,2,4,1.109,0.288,0.37,0.33,0.792,9.306,34,5,6,8,3,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-04-12,8.911,2.227,2.438,1.69,0.549,1.052,0.955,19.935,2.129,37.224,19.295,17.929,21,1.292,0.002,0.052,41,81,3,3,0.651,0.184,0.144,0.042,0.688,10.485,30,9,6,6,5,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-04-19,9.544,3.981,1.435,1.688,1.888,0.381,0.17,16.654,1.429,34.131,14.674,19.457,18,2.163,0.532,0.523,42,100,6,3,0.905,0.199,0.166,0.243,0.52,8.78,45,15,18,5,5,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-04-26,10.565,4.123,1.156,1.187,1.831,1.976,0.291,23.143,2.304,34.045,17.385,16.66,19,2.662,0.697,0.605,37,80,5,6,0.639,0.219,0.181,0.133,4.179,11.45,41,10,7,10,8,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-05-03,9.599,3.497,1.873,1.589,1.646,0.774,0.22,21.834,1.827,34.857,14.81,20.046,21,2.249,0.33,0.75,36,82,3,4,0,0,0,0,1.078,9.825,36,27,15,8,9,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-05-10,6.563,0.637,1.695,1.06,1.773,1.249,0.148,13.922,0.647,37.589,15.863,21.726,20,0.222,0.002,0.03,31,38,1,6,2.073,0.347,0.436,0.463,0.134,10.828,37,20,7,9,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-05-17,8.611,3.013,1.349,1.332,1.53,0.881,0.507,19.548,1.435,35.457,15.44,20.017,21,1.231,0.494,0.485,43,49,4,4,1.565,0.531,0.398,0.081,0.771,10.19,41,9,8,10,6,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-05-24,8.498,2.427,1.851,1.62,0.455,1.8,0.344,17.645,0.361,37.117,17.468,19.649,21,0.894,0.323,0.171,44,88,3,4,0.971,0.209,0.18,0.112,0.566,9.861,38,13,14,7,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-05-31,9.564,3.431,2.829,1.632,0.986,0.435,0.252,19.169,1.377,35.583,14.245,21.338,19,2.167,0.233,0.258,44,90,4,2,0.98,0.214,0.172,0.19,0.361,7.728,32,3,10,6,4,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-06-07,7.982,1.756,1.31,1.34,0.854,2.49,0.231,14.42,2.05,37.39,19.828,17.563,23,0.6,0.139,0.178,45,47,2,4,2.233,0.639,0.831,0.329,0.491,10.485,37,9,9,6,5,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-06-14,13.059,5.039,3.186,1.703,1.701,0.406,1.024,17.233,0.411,33.26,15.585,17.675,17,3.103,0.659,0.667,42,69,6,3,1.073,0.372,0.358,0.258,0.125,8.211,35,16,10,11,5,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-06-21,8.762,2.524,1.054,2.191,1.536,0.687,0.77,18.625,2.062,35.94,18.925,17.014,20,1.041,0.312,0.241,27,86,3,4,1.473,0.565,0.501,0.086,0.067,9.271,41,6,11,13,3,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
5fa5d9c4-22b7-39f7-a3b2-d521ea60b47b,2026-06-28,7.326,2.154,1.474,1.038,1.03,0.891,0.739,15.467,1.277,36.816,16.772,20.044,21,1.147,0.118,0.214,33,73,3,4,1.004,0.204,0.398,0.09,0.394,9.905,32,5,10,6,7,7,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-01-04,7.456,3.206,1.314,0.854,0.489,1.262,0.331,12.482,0.142,36.305,18.61,17.695,21,1.538,0.233,0.549,16,80,4,3,4.413,1.413,1.5,0.559,1.665,11.815,44,2,9,8,7,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-01-11,5.267,2.234,1.032,0.574,0.274,0.708,0.445,13.595,0.693,37.492,15.492,22,21,0.881,0.155,0.382,40,46,3,2,2.792,0.452,0.891,0.297,0.236,9.678,42,18,10,14,5,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-01-18,9.234,2.908,2.27,1.188,1.01,1.507,0.35,18.472,1.327,36.082,19.161,16.921,21,1.207,0.367,0.249,39,66,3,3,3.14,1.182,0.789,0.405,0.47,11.349,38,9,16,8,3,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-01-25,11.557,5.687,1.671,1.342,1.525,0.765,0.568,17.695,1.758,32.788,16.38,16.408,14,3.968,0.104,1.062,44,62,8,6,4.238,1.734,0.954,1.133,1.795,13.221,39,18,12,5,2,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-02-01,9.38,4.28,2.752,0.544,0.25,0.937,0.617,16.663,1.754,35.47,14.341,21.129,20,2.026,0.056,0.078,48,65,7,2,3.549,0.7,0.615,0.893,1.177,11.467,40,15,17,12,5,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-02-08,7.098,4.132,1.388,0.249,0.42,0.675,0.234,18.358,1.124,35.448,18.891,16.558,20,1.907,0.128,0.523,35,50,4,2,4.824,1.387,0.842,0.97,0.661,12.038,53,12,16,15,3,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-02-15,8.002,1.305,2.173,0.511,1.3,2.061,0.652,15.251,2.475,37.395,19.811,17.584,26,0.894,0.109,0.075,41,60,1,5,2.113,0.487,0.532,0.16,0.652,10.23,43,16,13,13,8,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-02-22,5.668,3.074,0.2,0.313,0.433,0.825,0.823,12.888,0.074,36.493,19.942,16.55,21,1.638,0.484,0.387,24,32,4,2,4.52,1.927,1.449,0.81,0.843,9.44,43,11,8,9,6,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-03-01,9.091,4.858,0.782,1.753,0.25,0.734,0.714,12.285,0.394,34.892,16.81,18.082,17,2.85,0.145,0.701,32,36,7,2,5.044,0.872,1.946,1.402,0.835,15.351,42,2,8,9,3,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-03-08,8.403,3.002,2.624,0.92,0.477,0.792,0.588,13.565,1.753,36.521,18.295,18.226,24,1.626,0.137,0.538,38,76,3,2,2.331,0.61,0.861,0.588,2.538,10.681,50,12,9,11,4,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-03-15,11.048,6.431,1.405,0.434,1.089,1.472,0.217,28.781,1.036,32.48,16.362,16.118,16,2.267,0.5,0.099,26,24,9,6,4.108,0.625,1.307,0.301,0.098,11.553,48,9,8,12,8,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-03-22,6.86,3.98,0.67,0.693,0.297,0.815,0.403,17.491,1.529,35.722,17.386,18.337,19,2.242,0.203,0.545,21,62,4,2,3.457,0.59,1.135,0.19,0.217,10.996,35,4,8,8,2,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-03-29,8.297,3.494,1.292,0.818,1.332,1.095,0.266,18.398,1.863,35.174,14.134,21.039,19,1.369,0.101,0.305,34,44,4,4,3.548,1.558,0.851,0.214,0.913,10.634,40,4,7,11,10,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-04-05,8.98,4.912,0.944,1.441,0.672,0.609,0.402,15.502,1.049,34.417,16.696,17.72,18,2.685,0.444,0.89,33,51,6,3,2.726,0.689,0.953,0.798,1.711,11.111,42,5,16,12,8,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
323a2cac-7231-3d1b-90b0-babcb0cf55ba,2026-04-12,11.209,4.699,1.455,2.588,0.959,1.103,0.404,21.444,0.68,34.342,18.844,15.498,20,1.608,0.173,0.353,26,83,5,2,4.113,1.476,1.58,0.97,0.643,12.657,43,6,8,11,5,7,Business Unit B,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
